"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"5973",19742,19742,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141955.1","Chromosome","2021/07/31",148444435,148417334,"","","",NA,NA,NA,NA,NA,NA,4760699,28876016,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,148444435,"OXFORD_NANOPORE",20916993.571429,0.12350506102756,"Drosophila melanogaster",173300000,148444435,"OXFORD_NANOPORE",0.774,24855565,0.143425072129256
"5974",19743,19743,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141935.1","Chromosome","2020/09/04",137103268,137084433,"","","",NA,NA,NA,NA,NA,NA,3296415,25661378,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,137103268,"ILLUMINA",32258160.571429,0.190469346199592,"Drosophila melanogaster",173300000,137103268,"ILLUMINA",0.774,36196732,0.208867466820542
"5975",19744,19744,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141875.1","Chromosome","2020/09/04",138154812,138121985,"","","",NA,NA,NA,NA,NA,NA,2007050,25557189,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,138154812,"ILLUMINA",31206616.571429,0.184260470844266,"Drosophila melanogaster",173300000,138154812,"ILLUMINA",0.774,35145188,0.202799699942297
"5976",19745,19745,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141925.1","Chromosome","2020/09/04",143856312,143824985,"","","",NA,NA,NA,NA,NA,NA,2340457,27290375,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,143856312,"ILLUMINA",25505116.571429,0.150595780790029,"Drosophila melanogaster",173300000,143856312,"ILLUMINA",0.774,29443688,0.169900103866128
"5977",19746,19746,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141815.1","Chromosome","2021/07/31",138463216,138422015,"","","",NA,NA,NA,NA,NA,NA,1034886,26197871,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,138463216,"OXFORD_NANOPORE",30898212.571429,0.182439489511023,"Drosophila melanogaster",173300000,138463216,"OXFORD_NANOPORE",0.774,34836784,0.201020103866128
"5978",19747,19747,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141835.1","Chromosome","2021/07/31",147981208,147945673,"","","",NA,NA,NA,NA,NA,NA,2939319,26372695,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,147981208,"OXFORD_NANOPORE",21380220.571429,0.12624019974189,"Drosophila melanogaster",173300000,147981208,"OXFORD_NANOPORE",0.774,25318792,0.146098049624928
"5979",19748,19748,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141855.1","Chromosome","2021/07/31",141117495,141080460,"","","",NA,NA,NA,NA,NA,NA,1372782,27680132,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,141117495,"OXFORD_NANOPORE",28243933.571429,0.166767213819981,"Drosophila melanogaster",173300000,141117495,"OXFORD_NANOPORE",0.774,32182505,0.185704010386613
"5980",19749,19749,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141845.1","Chromosome","2021/07/31",140908085,140882184,"","","",NA,NA,NA,NA,NA,NA,1300632,26992491,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,140908085,"OXFORD_NANOPORE",28453343.571429,0.16800368189755,"Drosophila melanogaster",173300000,140908085,"OXFORD_NANOPORE",0.774,32391915,0.186912377380265
"5981",19750,19750,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141765.1","Chromosome","2020/09/04",139990507,139972772,"","","",NA,NA,NA,NA,NA,NA,4655163,26460357,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,139990507,"ILLUMINA",29370921.571429,0.173421550698846,"Drosophila melanogaster",173300000,139990507,"ILLUMINA",0.774,33309493,0.192207114829775
"5982",19751,19751,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141795.1","Chromosome","2021/07/31",138700552,138673525,"","","",NA,NA,NA,NA,NA,NA,1383816,25962615,"ILLUMINA","Illumina NovaSeq 6000","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,138700552,"ILLUMINA",30660876.571429,0.181038131468628,"Drosophila melanogaster",173300000,138700552,"ILLUMINA",0.774,34599448,0.199650594345066
"5983",19752,19752,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141735.1","Chromosome","2021/07/31",136866951,136830331,"","","",NA,NA,NA,NA,NA,NA,1535642,25658701,"ILLUMINA","Illumina NovaSeq 6000","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,136866951,"ILLUMINA",32494477.571429,0.191864687523726,"Drosophila melanogaster",173300000,136866951,"ILLUMINA",0.774,36433049,0.210231096364686
"5984",19753,19753,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141745.1","Chromosome","2021/07/31",143471580,143377592,"","","",NA,NA,NA,NA,NA,NA,770410,26925849,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,143471580,"OXFORD_NANOPORE",25889848.571429,0.152867443253231,"Drosophila melanogaster",173300000,143471580,"OXFORD_NANOPORE",0.774,29828420,0.172120138488171
"5985",19754,19754,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141705.1","Chromosome","2021/07/31",144755542,144630576,"","","",NA,NA,NA,NA,NA,NA,511852,27652071,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,144755542,"OXFORD_NANOPORE",24605886.571429,0.145286248344624,"Drosophila melanogaster",173300000,144755542,"OXFORD_NANOPORE",0.774,28544458,0.164711240623197
"5986",19755,19755,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141655.1","Chromosome","2020/09/04",141901088,141885161,"","","",NA,NA,NA,NA,NA,NA,4424990,26383151,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,141901088,"OXFORD_NANOPORE",27460340.571429,0.162140463758827,"Drosophila melanogaster",173300000,141901088,"OXFORD_NANOPORE",0.774,31398912,0.181182412002308
"5987",19756,19756,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141665.1","Chromosome","2021/07/31",143998669,143826155,"","","",NA,NA,NA,NA,NA,NA,410475,28503761,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,143998669,"OXFORD_NANOPORE",25362759.571429,0.149755229306726,"Drosophila melanogaster",173300000,143998669,"OXFORD_NANOPORE",0.774,29301331,0.169078655510675
"5988",19757,19757,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141585.1","Chromosome","2021/07/31",143737500,143571267,"","","",NA,NA,NA,NA,NA,NA,1383418,27216044,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,143737500,"OXFORD_NANOPORE",25623928.571429,0.151297310063856,"Drosophila melanogaster",173300000,143737500,"OXFORD_NANOPORE",0.774,29562500,0.170585689555684
"5989",19758,19758,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141675.1","Chromosome","2020/09/04",141210837,141194936,"","","",NA,NA,NA,NA,NA,NA,6108657,27259712,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,141210837,"OXFORD_NANOPORE",28150591.571429,0.16621607298002,"Drosophila melanogaster",173300000,141210837,"OXFORD_NANOPORE",0.774,32089163,0.185165395268321
"5990",19759,19759,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141575.1","Chromosome","2021/07/31",142579876,142545175,"","","",NA,NA,NA,NA,NA,NA,3179888,26353881,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,142579876,"OXFORD_NANOPORE",26781552.571429,0.158132538189673,"Drosophila melanogaster",173300000,142579876,"OXFORD_NANOPORE",0.774,30720124,0.177265574148875
"5991",19760,19760,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141625.1","Chromosome","2021/07/31",137008987,136957986,"","","",NA,NA,NA,NA,NA,NA,810776,26571449,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,137008987,"OXFORD_NANOPORE",32352441.571429,0.191026031395243,"Drosophila melanogaster",173300000,137008987,"OXFORD_NANOPORE",0.774,36291013,0.209411500288517
"5992",19761,19761,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141595.1","Chromosome","2020/09/04",142408277,142363976,"","","",NA,NA,NA,NA,NA,NA,1051444,26935913,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,142408277,"ILLUMINA",26953151.571429,0.159145750002111,"Drosophila melanogaster",173300000,142408277,"ILLUMINA",0.774,30891723,0.178255758799769
"5993",19762,19762,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141515.1","Chromosome","2021/07/31",136665331,136643030,"","","",NA,NA,NA,NA,NA,NA,1968729,25767617,"ILLUMINA","Illumina NovaSeq 6000","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,136665331,"ILLUMINA",32696097.571429,0.193055159295844,"Drosophila melanogaster",173300000,136665331,"ILLUMINA",0.774,36634669,0.211394512406232
"5994",19763,19763,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141495.1","Chromosome","2020/09/04",141070179,141054378,"","","",NA,NA,NA,NA,NA,NA,2623544,27046944,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,141070179,"OXFORD_NANOPORE",28291249.571429,0.167046592663199,"Drosophila melanogaster",173300000,141070179,"OXFORD_NANOPORE",0.774,32229821,0.185977039815349
"5995",19764,19764,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141505.1","Chromosome","2020/09/04",139166565,139132846,"","","",NA,NA,NA,NA,NA,NA,1106948,25526325,"OXFORD_NANOPORE","MinION","Drosophila melanogaster","Drosophila melanogaster","OXFORD_NANOPORE","","Drosophila melanogaster",169361428.571429,139166565,"OXFORD_NANOPORE",30194863.571429,0.178286542727727,"Drosophila melanogaster",173300000,139166565,"OXFORD_NANOPORE",0.774,34133435,0.1969615406809
"5996",19765,19765,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_020141485.1","Chromosome","2020/09/04",138088682,138066055,"","","",NA,NA,NA,NA,NA,NA,2784409,25692792,"ILLUMINA","Illumina HiSeq 2500","Drosophila melanogaster","Drosophila melanogaster","ILLUMINA","","Drosophila melanogaster",169361428.571429,138088682,"ILLUMINA",31272746.571429,0.184650937555357,"Drosophila melanogaster",173300000,138088682,"ILLUMINA",0.774,35211318,0.203181292556261
"6034",19948,19948,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_019969175.1","Scaffold","2021/03/14",145165076,145156551,"","","",NA,NA,NA,NA,NA,NA,56216,56442,"ILLUMINA","Illumina HiSeq 2500","Drosophila nasuta","Drosophila nasuta","ILLUMINA","","Drosophila nasuta",244050000,145165076,"ILLUMINA",98884924,0.405183052653145,"Drosophila nasuta",244050000,145165076,"ILLUMINA",0.6155,98884924,0.405183052653145
"6037",19961,19961,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_019972435.1","Contig","2016/05/16",173158203,173158203,"","","",NA,NA,NA,NA,NA,NA,17893789,17893789,"PACBIO_SMRT","PacBio RS II","Drosophila nasuta","Drosophila nasuta","PACBIO_SMRT","","Drosophila nasuta",244050000,173158203,"PACBIO_SMRT",70891797,0.290480626920713,"Drosophila nasuta",244050000,173158203,"PACBIO_SMRT",0.6155,70891797,0.290480626920713
"6040",19964,19964,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila novamexicana","Drosophila novamexicana (flies)",47314,"GCA_019972335.1","Contig","2021/07/24",173633261,173633261,"","","",NA,NA,NA,NA,NA,NA,2873990,2873990,"ILLUMINA","Illumina HiSeq 2500","Drosophila novamexicana","Drosophila novamexicana","ILLUMINA","","Drosophila novamexicana",248833333.333333,173633261,"ILLUMINA",75200072.333333,0.302210605492296,"Drosophila novamexicana",2.51e+08,173633261,"ILLUMINA",0.724,77366739,0.308234019920319
"6041",19965,19965,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila kohkoa","Drosophila kohkoa (flies)",88883,"GCA_019972355.1","Contig","2021/07/24",170668061,170668061,"","","",NA,NA,NA,NA,NA,NA,3597765,3597765,"ILLUMINA","Illumina HiSeq 2500","Drosophila kohkoa","Drosophila kohkoa","ILLUMINA","","Drosophila kohkoa",263750000,170668061,"ILLUMINA",93081939,0.352917304265403,"Drosophila kohkoa",263750000,170668061,"ILLUMINA",0.5975,93081939,0.352917304265403
"6242",20487,20487,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila teissieri","Drosophila teissieri (flies)",7243,"GCF_016746235.2","Chromosome","2020/11/22",149494471,149491184,"100","diptera_odb10","4.1.4",0.997869,0.984779,0.0130898,0.000608828,0.00152207,3285,6375862,24551875,"ILLUMINA","Illumina HiSeq 2500","Drosophila teissieri","Drosophila teissieri","ILLUMINA","","Drosophila teissieri",157770000,149494471,"ILLUMINA",8275529,0.0524531216327565,"Drosophila teissieri",163950000,149494471,"ILLUMINA",0.784,14455529,0.0881703507166819
"6251",20516,20516,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCA_016746335.2","Chromosome","2016/01/29",150020076,150019479,"","","",NA,NA,NA,NA,NA,NA,13143520,24261854,"ILLUMINA","HiSeq X Ten","Drosophila yakuba","Drosophila yakuba","ILLUMINA","","Drosophila yakuba",173612000,150020076,"ILLUMINA",23591924,0.135888786489413,"Drosophila yakuba",179750000,150020076,"ILLUMINA",0.77,29729924,0.165395961057024
"6252",20517,20517,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila santomea","Drosophila santomea (flies)",129105,"GCF_016746245.2","Chromosome","2020/12/05",146800522,146799128,"101","diptera_odb10","4.1.4",0.999391,0.996956,0.00243531,0,0.000608828,3285,10765947,25621868,"ILLUMINA","HiSeq X Ten","Drosophila santomea","Drosophila santomea","ILLUMINA","","Drosophila santomea",173180000,146800522,"ILLUMINA",26379478,0.152324044346922,"Drosophila santomea",180100000,146800522,"ILLUMINA",0.785,33299478,0.1848943808995
"6253",20518,20518,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila yakuba","Drosophila yakuba (flies)",7245,"GCF_016746365.2","Chromosome","2020/12/05",147899117,147898019,"102","diptera_odb10","4.1.4",0.998174,0.995738,0.00243531,0.000608828,0.00121766,3285,18744361,25180761,"ILLUMINA","HiSeq X Ten","Drosophila yakuba","Drosophila yakuba","ILLUMINA","","Drosophila yakuba",173612000,147899117,"ILLUMINA",25712883,0.148105447780107,"Drosophila yakuba",179750000,147899117,"ILLUMINA",0.77,31850883,0.177195454798331
"6313",20651,20651,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila ananassae","Drosophila ananassae (flies)",7217,"GCF_017639315.1","Chromosome","2020/03/30",213817545,213817545,"102","diptera_odb10","4.1.4",0.996043,0.993303,0.00273973,0.000304414,0.00365297,3285,26427416,26427416,"OXFORD_NANOPORE","MinION","Drosophila ananassae","Drosophila ananassae","OXFORD_NANOPORE","","Drosophila ananassae",200056000,213817545,"OXFORD_NANOPORE",-13761545,-0.0687884642300156,"Drosophila ananassae",201850000,213817545,"OXFORD_NANOPORE",0.79,-11967545,-0.0592892989843944
"6480",21093,21093,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila nasuta","Drosophila nasuta (flies)",42062,"GCA_016747895.2","Scaffold","2020/07/02",154476844,154463278,"","","",NA,NA,NA,NA,NA,NA,69820,71175,"OXFORD_NANOPORE","MinION","Drosophila nasuta","Drosophila nasuta","OXFORD_NANOPORE","","Drosophila nasuta",244050000,154476844,"OXFORD_NANOPORE",89573156,0.367027887727925,"Drosophila nasuta",244050000,154476844,"OXFORD_NANOPORE",0.6155,89573156,0.367027887727925
"6503",21170,21170,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila auraria","Drosophila auraria (flies)",47315,"GCA_018905815.1","Scaffold","2020/11/23",156061501,156027108,"","","",NA,NA,NA,NA,NA,NA,8652,8977,"ILLUMINA","Illumina HiSeq 4000","Drosophila auraria","Drosophila auraria","ILLUMINA","","Drosophila auraria",249100000,156061501,"ILLUMINA",93038499,0.373498590927338,"Drosophila auraria",251400000,156061501,"ILLUMINA",0.7805,95338499,0.379230306284805
